"name";"parent_area";"admin_title";"admin_level_id";"building_count";"population_total";"population_males";"population_females";"population_age_average_age";"population_age_males_0to9";"population_age_males_10to19";"population_age_males_20to29";"population_age_males_30to39";"population_age_males_40to49";"population_age_males_50to59";"population_age_males_60to69";"population_age_males_70to79";"population_age_males_over80";"population_age_females_0to9";"population_age_females_10to19";"population_age_females_20to29";"population_age_females_30to39";"population_age_females_40to49";"population_age_females_50to59";"population_age_females_60to69";"population_age_females_70to79";"population_age_females_over80";"race_white";"race_black";"race_indian";"race_asian";"race_hawaiian";"race_other";"race_two_or_more";"marital_never_married";"marital_now_married";"marital_separated";"marital_widowed";"marital_divorced";"unemployment_rate";"mean_annual_earnings_total";"mean_annual_earnings_male";"mean_annual_earnings_female";"nationality_us_citizen_born_in_us";"nationality_us_citizen_born_in_islands";"nationality_us_citizen_born_in_abroad";"nationality_us_citizen_naturalization";"nationality_not_us_citizen";"household_units";"household_1_person";"household_2_persons";"household_3_persons";"household_4_persons";"household_5_persons";"household_6_persons";"household_7_or_more_persons";"language_only_english";"language_spanish";"language_indoeuropean";"language_asian";"language_other";"crimes_1000capita_burglary";"crimes_1000capita_felonyassault";"crimes_1000capita_grandlarceny";"crimes_1000capita_grandlarcenyofmotorvehicle";"crimes_1000capita_murder";"crimes_1000capita_rape";"crimes_1000capita_robbery";"education_noschoolcompleted";"education_nurseryschool";"education_kindergarten";"education_1st_grade";"education_2nd_grade";"education_3rd_grade";"education_4th_grade";"education_5th_grade";"education_6th_grade";"education_7th_grade";"education_8th_grade";"education_9th_grade";"education_10th_grade";"education_11th_grade";"education_12th_grade_nodiploma";"education_highschool_diploma";"education_ged_or_alt_cred";"education_college_less1year";"education_college_no_degree";"education_associate_degree";"education_bachelor_degree";"education_master_degree";"education_professionalschool_degree";"education_doctorate_degree";"poverty_below_level";"poverty_below_level_percent";"houseage_1939_and_earlier";"houseage_1940_to_1949";"houseage_1950_to_1959";"houseage_1960_to_1969";"houseage_1970_to_1979";"houseage_1980_to_1989";"houseage_1990_to_1999";"houseage_2000_to_2009";"houseage_2010_and_later";"rent_no_cach_rent";"rent_grossusd_100_or_less";"rent_grossusd_100_to_149";"rent_grossusd_150_to_199";"rent_grossusd_200_to_249";"rent_grossusd_250_to_299";"rent_grossusd_300_to_349";"rent_grossusd_350_to_399";"rent_grossusd_400_to_449";"rent_grossusd_450_to_499";"rent_grossusd_500_to_549";"rent_grossusd_550_to_599";"rent_grossusd_600_to_649";"rent_grossusd_650_to_699";"rent_grossusd_700_to_749";"rent_grossusd_750_to_799";"rent_grossusd_800_to_899";"rent_grossusd_900_to_999";"rent_grossusd_1000_to_1249";"rent_grossusd_1259_to_1549";"rent_grossusd_1550_to_1999";"rent_grossusd_2000_or_more";"housingunitcost_10000_or_less";"housingunitcost_10000_to_14999";"housingunitcost_15000_to_19999";"housingunitcost_20000_to_24999";"housingunitcost_25000_to_29999";"housingunitcost_30000_to_34999";"housingunitcost_35000_to_39999";"housingunitcost_40000_to_49999";"housingunitcost_50000_to_59999";"housingunitcost_60000_to_69999";"housingunitcost_70000_to_79999";"housingunitcost_80000_to_89999";"housingunitcost_90000_to_99999";"housingunitcost_100000_to_124999";"housingunitcost_125000_to_149999";"housingunitcost_150000_to_174999";"housingunitcost_175000_to_199999";"housingunitcost_200000_to_249999";"housingunitcost_250000_to_299999";"housingunitcost_300000_to_399999";"housingunitcost_400000_to_499999";"housingunitcost_500000_to_749999";"housingunitcost_750000_to_999999";"housingunitcost_1000000_or_more";"househeating_utilitygas";"househeating_tankedlpgas";"househeating_electricity";"househeating_oilkerosene";"househeating_coalcoke";"househeating_wood";"househeating_solarenergy";"househeating_otherfuel";"househeating_nofuelused"
"11361";"Queens";"ZIP Codes";262;7094;"28606";"13687";"14919";"41";"1435";"1745";"1814";"2078";"2055";"2053";"1311";"744";"452";"1341";"1445";"1916";"2153";"2350";"2256";"1455";"1001";"1002";"15570";"1117";"23";"10120";"7";"1132";"637";"8074";"12580";"551";"1706";"1609";"9";"64952";"70113";"59388";"17357";"154";"242";"6969";"4475";"11195";"2767";"3022";"2026";"1704";"1704";"1704";"1704";"45";"12";"14";"29";"1";"1.5";"0.49";"3.5";"0.7";"0";"0.03";"0.38";"508";"0";"0";"0";"20";"96";"57";"196";"170";"179";"384";"296";"257";"196";"513";"4549";"372";"670";"2867";"1272";"5346";"2498";"532";"278";"2304";"8";"3035";"1850";"2764";"1607";"1101";"268";"392";"283";"19";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"29";"26";"106";"166";"254";"688";"734";"1374";"769";"0";"0";"5";"0";"0";"0";"12";"26";"31";"29";"20";"19";"7";"63";"32";"186";"159";"367";"179";"322";"761";"2641";"1131";"216";"6651";"214";"440";"3192";"0";"21";"0";"14";"15"
"11362";"Queens";"ZIP Codes";75;4485;"17823";"8450";"9373";"44";"849";"1005";"880";"1075";"1186";"1289";"1056";"603";"507";"838";"878";"890";"1152";"1348";"1509";"1206";"771";"781";"10136";"281";"17";"6673";"2";"356";"358";"4321";"8973";"218";"1005";"1036";"6";"70222";"73602";"66166";"10833";"185";"59";"4937";"2206";"7347";"2011";"2158";"1177";"1013";"1013";"1013";"1013";"45";"8";"14";"32";"1";"1.07";"0.39";"2.86";"0.56";"0";"0";"0.06";"211";"0";"1";"0";"15";"33";"13";"110";"139";"38";"145";"116";"82";"107";"265";"2264";"316";"506";"1803";"626";"4208";"1785";"728";"222";"1331";"7";"782";"774";"2810";"1225";"689";"359";"229";"373";"21";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"55";"17";"94";"25";"91";"310";"256";"405";"0";"0";"47";"16";"0";"8";"16";"0";"15";"18";"4";"0";"18";"86";"146";"225";"187";"556";"576";"477";"235";"1473";"1089";"473";"4588";"130";"219";"2022";"0";"9";"0";"30";"0"
"11363";"Queens";"ZIP Codes";68;3476;"6988";"3322";"3666";"43";"354";"397";"339";"345";"535";"545";"416";"251";"140";"348";"431";"298";"377";"599";"623";"471";"302";"217";"4419";"76";"10";"2185";"0";"163";"135";"1709";"3699";"56";"281";"434";"8";"93164";"95424";"89598";"4665";"38";"43";"1591";"1105";"2797";"676";"798";"480";"440";"440";"440";"440";"47";"9";"14";"29";"1";"0.43";"0.29";"1.29";"0";"0";"0";"0";"25";"0";"0";"0";"0";"0";"0";"55";"62";"10";"33";"14";"12";"11";"63";"832";"22";"200";"516";"320";"1865";"739";"311";"144";"186";"2";"1171";"204";"407";"533";"295";"83";"42";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"29";"106";"126";"313";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"34";"2";"7";"76";"23";"144";"238";"481";"416";"453";"1872";"22";"182";"593";"0";"0";"0";"10";"0"
"11364";"Queens";"ZIP Codes";84;8489;"34555";"16332";"18223";"42";"1723";"2114";"1861";"1953";"2598";"2643";"1812";"946";"682";"1558";"1992";"1780";"2349";"2949";"2999";"2109";"1261";"1226";"15963";"786";"25";"16258";"7";"817";"699";"8112";"16489";"379";"2220";"2054";"7";"64784";"68324";"60065";"18720";"159";"316";"11728";"4183";"13835";"3626";"3763";"2396";"2156";"2156";"2156";"2156";"38";"7";"12";"42";"1";"0.84";"0.2";"2.08";"0.38";"0";"0";"0.14";"355";"0";"4";"0";"5";"15";"120";"147";"324";"122";"278";"153";"174";"154";"636";"5740";"466";"1045";"3303";"1762";"6611";"3381";"722";"336";"3243";"9";"1403";"3356";"5598";"2014";"642";"356";"269";"426";"0";"260";"0";"0";"32";"0";"11";"0";"0";"0";"15";"47";"76";"38";"41";"22";"51";"134";"186";"427";"575";"889";"558";"9";"0";"18";"0";"0";"16";"8";"19";"69";"33";"11";"47";"14";"123";"91";"395";"810";"1474";"979";"349";"523";"3502";"1363";"280";"7547";"177";"631";"4895";"0";"4";"0";"173";"68"
"11365";"Queens";"ZIP Codes";170;7629;"42252";"19921";"22331";"40";"2366";"2576";"2739";"2645";"2960";"2860";"1984";"980";"811";"2323";"2443";"2964";"2883";"3330";"3299";"2241";"1356";"1492";"17213";"3734";"121";"17605";"17";"2093";"1469";"9238";"18924";"937";"2432";"2325";"10";"59156";"64727";"51717";"20043";"454";"470";"11762";"8791";"16098";"3864";"4289";"2918";"2466";"2466";"2466";"2466";"35";"14";"16";"34";"1";"1.16";"0.36";"1.3";"0.64";"0.02";"0.02";"0.5";"739";"0";"0";"24";"80";"113";"53";"67";"552";"117";"309";"548";"539";"390";"755";"5957";"428";"766";"3902";"2941";"6549";"2963";"757";"391";"5431";"13";"1796";"3452";"6481";"1811";"699";"395";"406";"988";"0";"103";"0";"44";"0";"194";"68";"53";"40";"10";"59";"99";"92";"121";"22";"226";"193";"238";"609";"1441";"1918";"2311";"652";"107";"26";"38";"0";"0";"42";"6";"12";"54";"34";"66";"12";"0";"99";"31";"68";"86";"110";"150";"214";"973";"3673";"789";"158";"9215";"339";"1713";"3747";"0";"0";"0";"113";"114"
"11366";"Queens";"ZIP Codes";175;3638;"13532";"6523";"7009";"41";"690";"800";"995";"843";"815";"995";"743";"381";"261";"688";"764";"1019";"846";"886";"1087";"830";"457";"432";"6227";"859";"39";"5472";"12";"533";"390";"3428";"6412";"105";"713";"560";"12";"68417";"74488";"60782";"7180";"74";"157";"4476";"1706";"4723";"841";"1246";"905";"818";"818";"818";"818";"40";"8";"20";"28";"3";"1.03";"0.44";"1.85";"0.52";"0";"0.07";"0.37";"259";"9";"0";"0";"26";"54";"4";"40";"89";"34";"90";"82";"148";"71";"166";"1594";"322";"326";"1054";"661";"2601";"1279";"250";"171";"1337";"10";"1023";"1549";"1337";"391";"130";"146";"44";"144";"0";"120";"0";"0";"0";"0";"0";"0";"0";"7";"9";"0";"0";"0";"0";"42";"0";"26";"153";"136";"265";"327";"129";"0";"0";"0";"7";"0";"0";"13";"55";"0";"0";"0";"0";"15";"28";"4";"0";"14";"20";"14";"49";"408";"2066";"444";"21";"3119";"112";"71";"1019";"0";"0";"0";"27";"24"
"11367";"Queens";"ZIP Codes";95;6790;"41047";"19559";"21488";"37";"3014";"2520";"3584";"2697";"2188";"2390";"1675";"903";"588";"2843";"2371";"3620";"2824";"2643";"2829";"2042";"1212";"1104";"24397";"4106";"106";"8570";"16";"2185";"1667";"9934";"15844";"538";"2178";"2234";"10";"59340";"62912";"54534";"23676";"417";"610";"10209";"4512";"15588";"3964";"4475";"2595";"1934";"1934";"1934";"1934";"46";"13";"18";"15";"8";"0.61";"0.49";"1.63";"0.58";"0";"0.1";"0.41";"575";"0";"0";"16";"105";"33";"30";"94";"130";"65";"178";"220";"547";"237";"681";"5262";"758";"704";"3250";"2123";"6426";"3018";"1166";"293";"6439";"17";"1185";"4126";"6134";"2104";"757";"456";"275";"497";"0";"300";"0";"47";"68";"298";"27";"78";"123";"38";"150";"190";"107";"158";"124";"184";"138";"413";"654";"1319";"1465";"1246";"579";"18";"36";"67";"17";"11";"0";"43";"18";"8";"10";"37";"49";"28";"151";"277";"524";"256";"741";"473";"634";"707";"1900";"380";"262";"7292";"223";"1049";"5387";"0";"25";"0";"248";"129"
"11368";"Queens";"ZIP Codes";80;8174;"109931";"58421";"51510";"33";"8676";"7342";"12784";"11372";"7971";"5222";"2874";"1445";"735";"8198";"6441";"9492";"8730";"6737";"5232";"3391";"1881";"1408";"35181";"12793";"1675";"11006";"43";"42535";"6698";"36516";"32993";"3581";"3339";"6367";"7";"34240";"34161";"34409";"35739";"1106";"694";"20482";"46465";"30978";"4620";"5231";"4908";"4922";"4922";"4922";"4922";"14";"69";"8";"8";"1";"1.49";"1.7";"1.53";"0.36";"0.01";"0.13";"1.19";"2615";"20";"64";"200";"477";"931";"526";"1517";"6852";"964";"2646";"2591";"2818";"2215";"1952";"18498";"1643";"1902";"6978";"3354";"5905";"1309";"604";"167";"23263";"23";"7862";"3598";"5134";"5639";"2419";"1565";"1244";"2534";"16";"428";"0";"0";"69";"247";"96";"166";"153";"266";"73";"223";"247";"228";"205";"388";"425";"803";"1184";"4452";"4807";"5849";"1828";"6";"0";"0";"40";"0";"0";"0";"27";"26";"48";"27";"19";"103";"139";"111";"247";"129";"216";"133";"819";"978";"1775";"644";"230";"17295";"399";"3749";"6132";"0";"0";"0";"104";"175"
"11369";"Queens";"ZIP Codes";77;5446;"38615";"19285";"19330";"36";"2555";"2801";"3447";"2993";"2826";"2265";"1297";"715";"386";"2411";"2545";"2998";"2672";"2806";"2475";"1659";"976";"788";"13277";"7653";"444";"3411";"27";"11596";"2207";"13818";"12902";"1443";"1717";"2580";"9";"41245";"41976";"40083";"16950";"441";"310";"9897";"12562";"12184";"2260";"2331";"1990";"1846";"1846";"1846";"1846";"24";"62";"10";"4";"0";"1.71";"1.14";"2.36";"1.01";"0.08";"0.08";"0.7";"766";"13";"0";"153";"156";"145";"257";"411";"1464";"244";"501";"683";"676";"694";"620";"8132";"733";"745";"3249";"1555";"3289";"1178";"287";"67";"6652";"17";"3414";"2250";"3667";"1370";"530";"383";"313";"268";"0";"247";"0";"0";"8";"5";"49";"20";"0";"47";"13";"0";"43";"229";"116";"104";"0";"379";"326";"1012";"1097";"1327";"584";"0";"5";"0";"20";"0";"9";"0";"34";"48";"38";"0";"19";"23";"118";"85";"307";"100";"162";"120";"782";"1160";"2172";"381";"41";"8220";"145";"336";"2467";"0";"0";"0";"52";"10"
"11370";"Bronx";"ZIP Codes";201;2;"0";"24539";"15149";"36";"1723";"2904";"5949";"4646";"4400";"2659";"1238";"676";"344";"1663";"1712";"2245";"2445";"2371";"1956";"1229";"938";"590";"0";"0";"0";"0";"0";"0";"0";"17590";"11989";"602";"1365";"1513";"13";"48288";"49407";"46225";"18709";"1021";"181";"8899";"8945";"10244";"2015";"2391";"1746";"1531";"1531";"1531";"1531";"32";"35";"22";"7";"4";"0";"31.2";"0.4";"0";"0";"0";"0.4";"934";"0";"0";"50";"40";"359";"136";"432";"691";"143";"488";"736";"1214";"1690";"1572";"6477";"857";"573";"2275";"1442";"3353";"1084";"437";"155";"4802";"17";"1488";"2051";"3227";"1464";"775";"433";"294";"157";"0";"185";"0";"0";"0";"69";"26";"70";"22";"33";"8";"101";"11";"65";"66";"39";"93";"258";"182";"768";"595";"1472";"331";"9";"0";"0";"32";"31";"0";"0";"33";"50";"28";"0";"0";"14";"33";"10";"31";"0";"38";"168";"751";"665";"1938";"484";"37";"6863";"279";"311";"1168";"29";"0";"0";"38";"58"
"11371";"Queens";"ZIP Codes";261;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"11372";"Queens";"ZIP Codes";166;3307;"66636";"33683";"32953";"38";"3821";"3274";"5565";"6427";"5545";"4290";"2656";"1378";"727";"3733";"3296";"4567";"5505";"4632";"4370";"3269";"2035";"1546";"30546";"2094";"564";"13664";"28";"16286";"3454";"21582";"22943";"1557";"2855";"4845";"9";"44907";"44988";"44758";"21994";"870";"729";"17106";"22158";"25100";"6647";"6437";"4177";"3150";"3150";"3150";"3150";"17";"54";"18";"10";"1";"0.99";"1.17";"2.63";"0.36";"0";"0.12";"1.32";"1061";"66";"66";"151";"316";"452";"203";"593";"2229";"255";"1109";"1056";"1439";"1135";"1527";"10485";"1100";"1986";"4471";"3246";"8957";"3131";"699";"452";"11902";"19";"10521";"5877";"5909";"2064";"533";"255";"196";"195";"0";"325";"0";"0";"12";"42";"43";"48";"109";"69";"130";"89";"89";"211";"188";"377";"321";"1208";"1427";"4290";"3962";"2593";"847";"12";"0";"43";"24";"43";"11";"13";"0";"71";"0";"6";"62";"75";"384";"363";"748";"533";"1310";"931";"1080";"422";"944";"516";"80";"13122";"355";"843";"9352";"12";"16";"0";"213";"138"
"11373";"Queens";"ZIP Codes";208;7576;"100820";"51175";"49645";"36";"6172";"5557";"9647";"9274";"7950";"6061";"3702";"1974";"838";"5696";"5141";"8503";"8183";"7170";"6571";"4289";"2574";"1518";"26937";"2098";"763";"47481";"55";"18929";"4557";"33670";"36552";"2518";"3830";"5193";"6";"40899";"41870";"39189";"27068";"793";"693";"28669";"40207";"33227";"5936";"7488";"6028";"5337";"5337";"5337";"5337";"10";"40";"14";"35";"1";"1.08";"0.91";"2.63";"0.41";"0.02";"0.08";"1.2";"2746";"74";"55";"213";"413";"429";"502";"1351";"3703";"772";"1418";"2021";"3213";"1429";"2391";"15313";"2432";"2162";"6038";"4855";"12660";"3247";"887";"437";"19899";"20";"8447";"7094";"6842";"5633";"2295";"1560";"1050";"755";"15";"508";"0";"0";"25";"58";"80";"0";"44";"82";"18";"170";"159";"157";"213";"261";"374";"1334";"1525";"5470";"5813";"5342";"1427";"23";"0";"10";"0";"9";"0";"0";"26";"27";"49";"89";"102";"7";"169";"160";"548";"432";"547";"519";"808";"688";"2814";"1404";"170";"20216";"480";"1478";"9097";"0";"0";"0";"143";"247"
"11374";"Queens";"ZIP Codes";174;3549;"43600";"20464";"23136";"42";"2177";"1888";"2783";"3326";"2928";"2999";"2162";"1316";"885";"1956";"1704";"3073";"3617";"3097";"3552";"2767";"1787";"1583";"26838";"1306";"113";"11652";"20";"2223";"1448";"11610";"18181";"802";"2535";"3105";"10";"66044";"72011";"59189";"18409";"412";"344";"15263";"8056";"20225";"6895";"5989";"3062";"2088";"2088";"2088";"2088";"29";"14";"36";"17";"4";"0.87";"0.34";"1.63";"0.44";"0";"0.07";"0.37";"460";"13";"12";"40";"10";"24";"65";"104";"130";"108";"385";"133";"280";"147";"881";"5667";"471";"1021";"3360";"3268";"9848";"4196";"1472";"531";"5124";"12";"3862";"4547";"6094";"3384";"900";"817";"420";"228";"16";"226";"0";"0";"37";"69";"8";"68";"98";"17";"11";"11";"133";"182";"159";"133";"322";"599";"529";"2799";"3200";"2571";"629";"0";"14";"0";"0";"19";"18";"0";"13";"10";"18";"26";"101";"0";"280";"266";"484";"332";"1279";"857";"751";"641";"1917";"368";"60";"12587";"266";"1012";"4947";"0";"26";"0";"246";"171"
"11375";"Queens";"ZIP Codes";172;7808;"68733";"31722";"37011";"43";"3527";"2545";"3842";"5666";"4667";"4424";"3386";"2166";"1499";"3260";"2346";"4456";"6176";"5096";"5330";"4451";"2890";"3006";"44925";"2004";"112";"17378";"26";"2206";"2082";"17832";"31372";"1051";"4688";"4946";"7";"82086";"91006";"72443";"35838";"779";"976";"23043";"9109";"34631";"12981";"10437";"4518";"3017";"3017";"3017";"3017";"44";"9";"26";"17";"4";"0.52";"0.31";"2.46";"0.6";"0";"0.01";"0.23";"604";"9";"7";"36";"62";"164";"39";"164";"146";"233";"823";"155";"489";"372";"794";"8862";"748";"1617";"5014";"3492";"16079";"10078";"2974";"1406";"5226";"8";"8433";"8661";"8355";"5650";"1760";"595";"461";"609";"0";"844";"0";"0";"10";"35";"67";"56";"3";"19";"52";"118";"41";"164";"226";"271";"279";"873";"707";"2354";"2947";"4360";"2532";"37";"0";"27";"23";"18";"74";"0";"29";"74";"53";"31";"170";"60";"534";"176";"479";"743";"2071";"1851";"2597";"1321";"3394";"1270";"1053";"17034";"631";"1682";"11751";"9";"12";"30";"375";"519"
"11377";"Queens";"ZIP Codes";81;9214;"89830";"45234";"44596";"37";"5137";"4789";"8288";"8698";"7160";"5306";"3230";"1783";"843";"4803";"4520";"7393";"7699";"6396";"5539";"4064";"2440";"1742";"34036";"3060";"799";"32899";"36";"14604";"4396";"29325";"32778";"2398";"4242";"5361";"8";"45162";"45111";"45237";"35325";"1299";"1077";"22401";"27182";"33545";"8097";"8303";"5483";"4548";"4548";"4548";"4548";"24";"35";"20";"20";"2";"1.14";"0.76";"2.48";"0.72";"0.04";"0.1";"0.8";"2417";"0";"36";"93";"218";"522";"428";"728";"1977";"432";"1662";"1089";"1614";"1434";"2951";"13269";"2201";"2128";"6011";"5565";"12753";"4246";"764";"380";"11781";"14";"12909";"6214";"5344";"4988";"1769";"886";"772";"1086";"42";"414";"63";"35";"34";"95";"103";"196";"56";"239";"230";"107";"276";"263";"473";"348";"566";"1454";"1372";"4881";"5544";"5257";"945";"48";"16";"23";"67";"74";"110";"52";"144";"104";"129";"15";"26";"20";"48";"176";"259";"398";"1037";"633";"886";"957";"2986";"807";"103";"22720";"562";"1750";"6579";"0";"0";"0";"258";"200"
"11378";"Queens";"ZIP Codes";100;8292;"34981";"17124";"17857";"38";"2230";"1970";"2410";"2888";"2636";"2273";"1400";"756";"561";"2075";"1922";"2507";"2760";"2539";"2441";"1627";"1027";"959";"25712";"551";"139";"3634";"17";"4018";"910";"8979";"13370";"608";"1767";"1941";"9";"52995";"53271";"52592";"19312";"509";"344";"7182";"4840";"13668";"3105";"3568";"2418";"2150";"2150";"2150";"2150";"47";"21";"24";"7";"1";"1.66";"0.86";"2.03";"1.14";"0";"0.09";"0.23";"418";"0";"20";"4";"78";"16";"111";"121";"296";"161";"424";"580";"470";"512";"1050";"7379";"828";"1113";"2649";"1823";"3530";"1091";"279";"143";"3184";"10";"6261";"2044";"2126";"1616";"522";"261";"385";"590";"0";"264";"0";"5";"0";"0";"32";"0";"0";"21";"40";"14";"79";"74";"96";"18";"56";"283";"393";"1318";"1676";"1377";"138";"33";"0";"0";"15";"10";"7";"5";"55";"31";"54";"22";"0";"13";"65";"44";"38";"8";"242";"188";"633";"1305";"3263";"459";"31";"10516";"160";"118";"1558";"41";"0";"0";"4";"8"
"11379";"Queens";"ZIP Codes";179;8764;"34821";"16529";"18292";"42";"1861";"1733";"2036";"2406";"2615";"2478";"1655";"1075";"670";"1755";"1686";"2145";"2481";"2619";"2774";"2038";"1525";"1269";"28929";"363";"59";"2839";"10";"1989";"632";"9120";"16019";"571";"2543";"2150";"6";"60391";"62703";"57438";"23577";"341";"367";"7649";"3746";"14649";"3991";"4210";"2475";"2003";"2003";"2003";"2003";"58";"13";"20";"6";"2";"0.52";"0.46";"2.15";"0.57";"0";"0.09";"0.11";"530";"3";"32";"23";"8";"103";"165";"281";"468";"156";"593";"252";"421";"695";"644";"7896";"889";"1691";"2826";"1669";"4553";"2189";"381";"194";"2765";"8";"5235";"2482";"2778";"2355";"745";"479";"218";"307";"0";"376";"24";"0";"0";"4";"8";"0";"7";"0";"25";"75";"37";"36";"69";"62";"84";"290";"336";"1237";"1385";"1158";"389";"29";"0";"0";"0";"0";"0";"11";"80";"71";"13";"30";"16";"11";"15";"0";"33";"0";"162";"87";"370";"1863";"4403";"751";"32";"11640";"113";"395";"1295";"0";"16";"0";"29";"91"
"11385";"Queens";"ZIP Codes";106;15233;"98592";"48510";"50082";"36";"6419";"6499";"8179";"8215";"7153";"5933";"3449";"1805";"858";"6138";"6118";"8064";"8011";"7180";"6430";"3960";"2507";"1674";"64585";"3310";"722";"6397";"60";"19680";"3838";"30554";"36690";"2076";"5005";"5987";"8";"47536";"49573";"44708";"55836";"3524";"376";"16660";"23112";"37251";"7919";"9458";"6817";"5814";"5814";"5814";"5814";"42";"34";"19";"4";"1";"1.19";"0.97";"2.78";"0.69";"0.03";"0.08";"1";"1219";"28";"35";"28";"170";"266";"530";"871";"2675";"519";"1855";"1457";"2021";"1447";"1675";"20970";"2264";"6117";"5127";"4077";"8660";"3174";"416";"271";"17454";"18";"23252";"5675";"3636";"1660";"1141";"769";"763";"399";"0";"786";"29";"0";"25";"75";"70";"35";"27";"113";"58";"190";"88";"321";"319";"404";"460";"1199";"1593";"7102";"6564";"4469";"376";"8";"0";"11";"0";"8";"44";"0";"50";"72";"42";"8";"22";"28";"41";"28";"70";"44";"193";"113";"927";"3208";"4844";"457";"4";"28353";"571";"653";"4683";"0";"34";"11";"69";"151"
"11411";"Queens";"ZIP Codes";114;5580;"18556";"8308";"10248";"41";"994";"1158";"1057";"1028";"1209";"1136";"907";"577";"242";"927";"1196";"1238";"1223";"1543";"1475";"1348";"835";"463";"388";"17320";"57";"126";"5";"245";"415";"6196";"7000";"556";"1375";"1646";"7";"56564";"57617";"55568";"11523";"117";"250";"5388";"2079";"6164";"1063";"1444";"1276";"945";"945";"945";"945";"79";"4";"13";"2";"1";"0.7";"1.13";"1.67";"0.59";"0.05";"0.05";"0.97";"187";"0";"0";"0";"0";"28";"34";"140";"124";"16";"106";"134";"185";"200";"582";"3282";"591";"622";"2331";"1178";"2526";"1352";"164";"100";"1137";"6";"1780";"2291";"1692";"417";"123";"146";"63";"20";"2";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"11";"26";"43";"11";"70";"99";"254";"185";"104";"175";"14";"0";"0";"0";"0";"23";"26";"93";"35";"8";"73";"61";"21";"29";"21";"0";"30";"81";"235";"1762";"2076";"552";"29";"0";"5025";"23";"113";"1000";"0";"0";"0";"28";"0"
"11412";"Queens";"ZIP Codes";110;8970;"34882";"15589";"19293";"38";"2003";"2523";"2362";"1927";"2250";"2089";"1293";"701";"441";"2059";"2578";"2542";"2400";"3017";"2671";"1864";"1202";"960";"487";"32100";"126";"365";"10";"843";"951";"13106";"10550";"1470";"1999";"3112";"15";"51229";"53005";"49880";"23099";"204";"223";"8006";"5128";"11526";"2079";"2423";"2056";"1686";"1686";"1686";"1686";"86";"4";"8";"1";"1";"2.41";"2.06";"1.58";"0.8";"0";"0.09";"1.15";"354";"0";"0";"0";"57";"50";"119";"121";"356";"144";"220";"301";"310";"688";"734";"6038";"1032";"1163";"4531";"2803";"3956";"1407";"73";"55";"3060";"8";"4594";"2763";"2704";"1091";"346";"198";"79";"303";"0";"94";"0";"8";"0";"29";"18";"4";"0";"14";"23";"119";"42";"66";"33";"37";"107";"181";"211";"603";"422";"527";"100";"31";"5";"19";"0";"0";"25";"74";"36";"34";"34";"0";"0";"0";"69";"18";"37";"76";"205";"464";"2929";"3092";"1130";"91";"29";"8660";"90";"223";"1987";"5";"13";"0";"38";"20"
"11413";"Queens";"ZIP Codes";122;10057;"38912";"17667";"21245";"38";"2198";"2845";"2617";"2130";"2598";"2363";"1575";"948";"393";"2206";"2771";"2721";"2616";"3400";"3034";"2336";"1409";"752";"879";"35725";"149";"343";"9";"835";"972";"13103";"12222";"1229";"2286";"3462";"9";"53236";"56155";"50751";"24389";"267";"217";"9581";"4837";"12975";"2132";"2980";"2567";"2113";"2113";"2113";"2113";"83";"4";"10";"1";"2";"1.64";"2";"1.8";"1.26";"0.03";"0.1";"0.82";"302";"0";"14";"6";"8";"25";"123";"118";"171";"114";"247";"390";"417";"605";"1156";"5880";"1359";"1778";"4348";"2779";"4383";"1958";"304";"134";"2857";"7";"3412";"2923";"3016";"1470";"534";"331";"669";"532";"32";"151";"28";"26";"0";"4";"24";"0";"0";"12";"0";"12";"40";"0";"25";"13";"0";"199";"127";"330";"607";"987";"321";"26";"19";"0";"14";"35";"29";"36";"15";"86";"105";"26";"5";"4";"34";"69";"62";"50";"312";"362";"2515";"3340";"1750";"88";"96";"9753";"60";"320";"1800";"15";"0";"0";"36";"0"
