"name";"parent_area";"admin_title";"admin_level_id";"building_count";"population_total";"population_males";"population_females";"population_age_average_age";"population_age_males_0to9";"population_age_males_10to19";"population_age_males_20to29";"population_age_males_30to39";"population_age_males_40to49";"population_age_males_50to59";"population_age_males_60to69";"population_age_males_70to79";"population_age_males_over80";"population_age_females_0to9";"population_age_females_10to19";"population_age_females_20to29";"population_age_females_30to39";"population_age_females_40to49";"population_age_females_50to59";"population_age_females_60to69";"population_age_females_70to79";"population_age_females_over80";"race_white";"race_black";"race_indian";"race_asian";"race_hawaiian";"race_other";"race_two_or_more";"marital_never_married";"marital_now_married";"marital_separated";"marital_widowed";"marital_divorced";"unemployment_rate";"mean_annual_earnings_total";"mean_annual_earnings_male";"mean_annual_earnings_female";"nationality_us_citizen_born_in_us";"nationality_us_citizen_born_in_islands";"nationality_us_citizen_born_in_abroad";"nationality_us_citizen_naturalization";"nationality_not_us_citizen";"household_units";"household_1_person";"household_2_persons";"household_3_persons";"household_4_persons";"household_5_persons";"household_6_persons";"household_7_or_more_persons";"language_only_english";"language_spanish";"language_indoeuropean";"language_asian";"language_other";"crimes_1000capita_burglary";"crimes_1000capita_felonyassault";"crimes_1000capita_grandlarceny";"crimes_1000capita_grandlarcenyofmotorvehicle";"crimes_1000capita_murder";"crimes_1000capita_rape";"crimes_1000capita_robbery";"education_noschoolcompleted";"education_nurseryschool";"education_kindergarten";"education_1st_grade";"education_2nd_grade";"education_3rd_grade";"education_4th_grade";"education_5th_grade";"education_6th_grade";"education_7th_grade";"education_8th_grade";"education_9th_grade";"education_10th_grade";"education_11th_grade";"education_12th_grade_nodiploma";"education_highschool_diploma";"education_ged_or_alt_cred";"education_college_less1year";"education_college_no_degree";"education_associate_degree";"education_bachelor_degree";"education_master_degree";"education_professionalschool_degree";"education_doctorate_degree";"poverty_below_level";"poverty_below_level_percent";"houseage_1939_and_earlier";"houseage_1940_to_1949";"houseage_1950_to_1959";"houseage_1960_to_1969";"houseage_1970_to_1979";"houseage_1980_to_1989";"houseage_1990_to_1999";"houseage_2000_to_2009";"houseage_2010_and_later";"rent_no_cach_rent";"rent_grossusd_100_or_less";"rent_grossusd_100_to_149";"rent_grossusd_150_to_199";"rent_grossusd_200_to_249";"rent_grossusd_250_to_299";"rent_grossusd_300_to_349";"rent_grossusd_350_to_399";"rent_grossusd_400_to_449";"rent_grossusd_450_to_499";"rent_grossusd_500_to_549";"rent_grossusd_550_to_599";"rent_grossusd_600_to_649";"rent_grossusd_650_to_699";"rent_grossusd_700_to_749";"rent_grossusd_750_to_799";"rent_grossusd_800_to_899";"rent_grossusd_900_to_999";"rent_grossusd_1000_to_1249";"rent_grossusd_1259_to_1549";"rent_grossusd_1550_to_1999";"rent_grossusd_2000_or_more";"housingunitcost_10000_or_less";"housingunitcost_10000_to_14999";"housingunitcost_15000_to_19999";"housingunitcost_20000_to_24999";"housingunitcost_25000_to_29999";"housingunitcost_30000_to_34999";"housingunitcost_35000_to_39999";"housingunitcost_40000_to_49999";"housingunitcost_50000_to_59999";"housingunitcost_60000_to_69999";"housingunitcost_70000_to_79999";"housingunitcost_80000_to_89999";"housingunitcost_90000_to_99999";"housingunitcost_100000_to_124999";"housingunitcost_125000_to_149999";"housingunitcost_150000_to_174999";"housingunitcost_175000_to_199999";"housingunitcost_200000_to_249999";"housingunitcost_250000_to_299999";"housingunitcost_300000_to_399999";"housingunitcost_400000_to_499999";"housingunitcost_500000_to_749999";"housingunitcost_750000_to_999999";"housingunitcost_1000000_or_more";"househeating_utilitygas";"househeating_tankedlpgas";"househeating_electricity";"househeating_oilkerosene";"househeating_coalcoke";"househeating_wood";"househeating_solarenergy";"househeating_otherfuel";"househeating_nofuelused"
"10112";"Manhattan";"ZIP Codes";216;15;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.1";"0.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10115";"Manhattan";"ZIP Codes";199;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.3";"0.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10119";"Manhattan";"ZIP Codes";269;2;"92";"61";"31";"51";"1";"0";"4";"10";"13";"18";"12";"2";"1";"1";"1";"0";"4";"1";"14";"6";"3";"1";"23";"58";"0";"3";"0";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10128";"Manhattan";"ZIP Codes";66;1693;"60453";"26876";"33577";"40";"2829";"1970";"4876";"5113";"3930";"3226";"2655";"1513";"764";"2691";"2091";"7273";"6020";"4364";"4075";"3710";"1982";"1371";"48582";"2854";"94";"5817";"21";"1468";"1617";"22511";"22045";"922";"2650";"4193";"6";"144215";"185107";"101378";"44587";"1106";"754";"6237";"6759";"35240";"15431";"10319";"3515";"2188";"2188";"2188";"2188";"72";"9";"12";"6";"2";"0.55";"0.4";"2.18";"0.3";"0";"0.02";"0.26";"244";"0";"0";"0";"0";"150";"38";"78";"250";"282";"131";"279";"192";"253";"304";"2382";"631";"652";"3182";"1282";"18133";"11070";"5514";"2181";"4417";"7";"12517";"2127";"2767";"4035";"6061";"4472";"2203";"1470";"0";"324";"30";"54";"222";"408";"155";"216";"165";"102";"108";"361";"453";"328";"169";"295";"161";"492";"433";"1559";"1751";"4914";"9268";"13";"12";"0";"15";"0";"0";"0";"0";"66";"0";"0";"0";"17";"73";"21";"0";"0";"131";"115";"514";"777";"1868";"918";"5071";"10953";"332";"9654";"9478";"20";"0";"27";"566";"549"
"10152";"Manhattan";"ZIP Codes";198;2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10153";"Manhattan";"ZIP Codes";196;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10154";"Manhattan";"ZIP Codes";197;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10162";"Manhattan";"ZIP Codes";268;3;"1685";"765";"920";"39";"162";"56";"41";"159";"119";"77";"71";"60";"20";"156";"56";"54";"184";"142";"89";"118";"81";"40";"1519";"17";"0";"98";"0";"14";"37";"406";"561";"11";"63";"96";"7";"0";"0";"0";"1140";"44";"0";"138";"268";"824";"331";"232";"99";"109";"109";"109";"109";"59";"16";"20";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"30";"0";"0";"80";"32";"540";"245";"19";"152";"10";"1";"58";"28";"0";"675";"168";"16";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"47";"128";"546";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"183";"284";"0";"0";"0";"0";"54"
"10165";"Manhattan";"ZIP Codes";210;3;"2";"0";"2";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10167";"Manhattan";"ZIP Codes";223;4;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10168";"Manhattan";"ZIP Codes";211;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10169";"Manhattan";"ZIP Codes";222;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10170";"Manhattan";"ZIP Codes";215;1;"2";"1";"1";"54";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10171";"Manhattan";"ZIP Codes";226;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10172";"Manhattan";"ZIP Codes";225;4;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10173";"Manhattan";"ZIP Codes";233;5;"2";"2";"0";"40";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10174";"Manhattan";"ZIP Codes";220;4;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10177";"Manhattan";"ZIP Codes";224;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10271";"Manhattan";"ZIP Codes";229;1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10278";"Manhattan";"ZIP Codes";241;3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10279";"Manhattan";"ZIP Codes";209;2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10280";"Manhattan";"ZIP Codes";165;37;"7853";"3786";"4067";"37";"462";"195";"540";"1014";"676";"469";"278";"92";"60";"472";"236";"677";"1008";"693";"504";"306";"111";"60";"5464";"235";"9";"1752";"6";"109";"278";"2165";"3249";"88";"158";"672";"4";"124401";"148500";"96405";"5024";"43";"98";"1020";"1425";"4962";"1688";"1433";"544";"302";"302";"302";"302";"58";"14";"13";"14";"2";"0";"0.13";"1.02";"0.13";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0";"10";"22";"0";"0";"0";"0";"49";"196";"18";"65";"483";"299";"2483";"1273";"425";"463";"362";"5";"12";"41";"66";"117";"336";"3246";"496";"530";"0";"174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"24";"0";"0";"0";"41";"34";"0";"78";"234";"2386";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"210";"227";"167";"157";"821";"48";"2585";"360";"0";"0";"0";"12";"21"
"10282";"Manhattan";"ZIP Codes";206;32;"4783";"2331";"2452";"33";"458";"99";"305";"796";"378";"155";"66";"23";"51";"457";"98";"351";"834";"318";"134";"65";"47";"148";"3756";"115";"2";"645";"2";"89";"174";"769";"2539";"11";"225";"381";"2";"214209";"280025";"138663";"3382";"19";"118";"487";"1501";"2484";"775";"720";"376";"288";"288";"288";"288";"63";"16";"16";"5";"0";"0";"0";"2.09";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"0";"0";"41";"53";"17";"35";"60";"276";"1493";"1040";"468";"181";"124";"2";"14";"0";"0";"0";"12";"20";"732";"1741";"20";"0";"0";"0";"205";"0";"0";"0";"0";"0";"36";"23";"54";"20";"87";"73";"28";"29";"0";"0";"33";"70";"1517";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103";"750";"0";"1320";"113";"0";"0";"50";"0";"45"
"10301";"Staten Island";"ZIP Codes";137;8098;"39706";"19279";"20427";"37";"2488";"2647";"3079";"2611";"2758";"2723";"1739";"822";"412";"2383";"2824";"3127";"2643";"2873";"2681";"1918";"1091";"887";"21597";"9762";"232";"2651";"30";"3741";"1693";"14627";"11674";"972";"1767";"2455";"9";"66189";"72811";"57531";"29840";"761";"278";"3981";"3991";"16261";"4952";"4073";"2211";"1771";"1771";"1771";"1771";"69";"17";"10";"4";"2";"1.11";"1.61";"2.62";"0.28";"0";"0.1";"1.31";"332";"0";"23";"2";"93";"156";"126";"143";"326";"77";"220";"329";"490";"753";"577";"5226";"1452";"1073";"3292";"1643";"4859";"2653";"629";"209";"7537";"21";"6590";"1285";"2695";"2163";"1422";"834";"643";"893";"8";"115";"0";"60";"16";"211";"156";"53";"156";"90";"162";"131";"171";"60";"236";"109";"143";"409";"541";"2289";"1736";"1055";"235";"0";"10";"0";"37";"0";"0";"0";"73";"18";"0";"0";"0";"92";"193";"69";"367";"54";"265";"373";"1359";"1244";"1341";"304";"288";"10570";"241";"643";"2599";"0";"9";"0";"56";"103"
